greek,southern_us,filipino,indian,jamaican,spanish,italian,mexican,chinese,british,thai,vietnamese,cajun_creole,brazilian,french,japanese,irish,korean,moroccan,russian,general,cuisine
2,2,0,0,0,1,6,2,0,0,0,0,2,0,2,0,0,0,0,0,4,italian
1,2,0,0,0,1,8,1,1,1,0,0,0,0,1,0,0,0,0,0,8,italian
2,5,1,0,1,2,15,4,4,1,2,1,4,1,3,2,2,1,0,0,12,italian
0,1,0,2,1,1,3,4,3,0,3,3,0,1,2,7,0,2,2,0,14,japanese
1,4,1,2,1,2,6,11,2,3,2,2,3,2,2,3,5,0,1,1,26,irish
0,2,0,1,0,2,4,1,0,2,0,0,1,0,6,0,1,0,0,1,6,french
0,1,0,1,0,1,4,1,1,2,0,0,1,0,6,0,1,0,1,1,2,french
3,3,0,2,1,3,7,3,2,0,2,1,4,2,2,2,0,1,2,1,10,italian
3,10,1,1,2,3,5,5,1,0,1,1,7,1,5,1,1,1,1,1,6,french
1,3,0,1,2,0,2,1,2,0,3,1,1,0,0,0,0,1,0,0,2,thai
4,3,1,12,2,2,2,10,4,0,7,5,0,2,0,4,0,1,3,0,8,indian
0,8,0,5,2,2,10,7,5,1,5,3,9,1,4,2,1,1,1,0,12,cajun_creole
1,1,0,0,0,0,8,2,1,0,1,0,1,1,2,1,0,0,0,0,8,italian
14,5,0,5,0,6,12,10,2,1,2,2,5,2,7,1,1,1,3,4,6,greek
1,2,1,4,3,1,1,5,3,0,3,1,2,2,0,1,0,1,1,0,14,jamaican
2,6,2,4,3,1,9,8,5,2,3,1,2,0,2,1,2,1,2,1,10,filipino
0,2,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,4,italian
1,0,0,2,1,0,8,1,0,0,1,1,0,0,0,1,0,0,1,0,10,italian
5,7,0,4,1,1,17,11,1,2,1,0,4,2,4,0,2,0,2,3,6,italian
2,1,0,2,0,0,6,4,0,0,1,0,0,0,1,1,0,0,1,0,14,mexican
2,7,0,4,2,4,5,16,3,0,4,2,3,2,2,3,0,1,4,1,4,mexican
2,3,0,4,1,2,6,13,4,0,3,1,2,2,1,2,0,1,2,0,12,mexican
0,4,6,4,1,1,3,4,2,1,1,1,0,0,1,1,1,0,1,1,10,filipino
2,3,1,5,0,3,5,18,4,1,3,3,1,2,2,1,1,0,2,1,8,mexican
3,6,2,5,2,3,5,6,6,2,4,4,5,0,4,4,2,4,2,1,12,southern_us
0,11,0,0,0,0,4,2,0,1,0,0,2,0,3,0,1,0,0,1,2,southern_us
2,3,0,3,1,4,10,5,2,2,1,1,4,2,3,2,2,0,3,1,16,italian
3,4,0,4,1,2,4,20,2,1,2,2,4,3,2,2,1,0,2,1,0,mexican
3,7,1,5,2,4,9,9,3,2,2,2,8,3,6,1,1,1,2,1,16,cajun_creole
1,4,4,11,2,3,3,9,7,0,11,6,2,4,1,8,0,1,2,0,8,brazilian
1,1,0,6,1,0,3,2,0,0,2,2,1,0,1,3,0,0,1,0,10,indian
3,7,1,6,5,2,3,6,3,2,3,3,3,2,2,2,2,1,2,0,16,jamaican
0,4,0,1,1,0,5,2,3,1,3,2,1,0,4,2,1,1,1,0,8,french
4,5,1,1,1,4,10,6,7,2,5,5,3,1,4,3,1,4,0,1,18,italian
0,7,0,1,0,1,1,1,0,1,0,0,2,0,4,0,1,0,0,1,4,southern_us
1,14,1,1,1,1,9,3,3,4,0,0,3,1,11,2,3,0,1,3,12,french
2,6,2,3,2,3,6,5,5,2,5,4,4,1,3,3,2,2,1,1,14,chinese
1,5,1,2,1,0,3,6,1,1,1,1,3,0,2,1,1,0,1,1,6,southern_us
2,5,1,8,0,3,7,9,2,0,3,3,4,0,4,1,2,1,3,0,6,italian
1,3,1,1,1,0,5,13,1,0,1,1,1,0,1,1,0,0,1,0,2,mexican
0,1,6,0,0,0,5,3,4,0,2,2,0,0,0,2,0,1,0,0,12,filipino
2,6,0,0,2,3,7,6,2,1,1,0,4,0,4,1,1,0,0,0,16,irish
1,6,0,2,1,1,4,5,1,0,2,1,2,2,0,2,0,1,2,0,10,southern_us
0,3,1,2,1,1,4,8,3,1,3,1,2,0,1,3,0,2,2,0,8,mexican
1,0,2,2,0,0,1,6,1,0,1,1,0,1,0,1,0,0,1,0,6,mexican
0,7,1,1,0,2,2,3,4,1,2,2,2,0,1,2,1,2,2,2,12,southern_us
0,2,0,2,0,2,4,4,1,0,1,1,0,0,2,2,2,0,1,1,10,irish
4,3,0,5,1,1,6,22,2,1,2,2,4,1,1,2,1,1,2,1,2,mexican
0,2,0,1,0,1,4,14,2,0,1,0,3,0,0,1,0,0,0,0,4,mexican
3,7,1,7,2,3,6,9,4,0,3,3,8,2,4,4,0,1,3,0,8,brazilian
5,6,0,8,2,5,7,22,1,3,5,4,4,5,4,3,3,0,3,2,12,mexican
1,7,1,2,2,2,2,5,1,0,1,1,6,1,3,1,1,1,0,0,12,southern_us
0,2,1,6,0,1,3,1,0,0,0,0,1,0,1,0,0,0,1,0,2,indian
3,9,2,22,4,3,4,13,7,0,11,6,2,4,2,6,0,1,7,0,10,indian
1,4,0,2,0,0,1,3,0,0,2,1,0,1,1,0,0,0,1,0,8,southern_us
0,0,1,1,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,10,chinese
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,southern_us
4,5,0,3,0,4,7,6,1,0,2,1,6,1,2,1,0,0,2,0,6,greek
1,4,2,2,1,2,4,5,1,0,1,1,7,1,1,1,0,1,0,0,10,cajun_creole
2,3,0,3,1,1,4,7,2,1,2,1,2,1,2,1,1,0,2,1,6,mexican
0,1,2,1,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,10,french
0,8,0,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,12,southern_us
3,2,0,1,2,3,6,2,0,0,0,0,3,1,3,1,0,0,2,2,16,italian
0,3,1,4,1,0,1,6,7,0,4,4,0,1,0,4,0,3,1,0,8,mexican
1,4,1,2,1,2,6,3,0,3,0,0,1,0,5,0,2,0,1,1,6,mexican
2,0,1,2,0,0,3,3,1,0,0,0,1,0,2,1,0,1,1,0,8,french
1,2,3,3,1,1,2,1,16,1,6,6,2,0,2,5,1,5,0,0,18,chinese
4,5,1,8,3,4,6,7,2,0,4,3,4,2,4,3,0,2,11,1,16,moroccan
0,1,0,1,0,1,1,7,3,0,2,1,1,0,0,0,0,0,1,0,2,mexican
0,2,2,1,0,0,2,3,8,1,4,4,0,0,0,12,1,7,0,1,12,japanese
1,2,0,1,0,0,5,11,0,2,0,0,1,0,1,0,2,0,0,1,10,mexican
2,3,0,4,0,1,8,1,1,1,1,0,1,1,5,2,2,0,1,1,4,french
1,6,0,3,3,3,4,5,3,3,0,0,4,0,5,1,2,0,2,1,16,southern_us
1,1,1,1,1,1,1,1,2,3,1,1,1,0,1,1,1,1,0,0,6,russian
0,5,1,2,2,0,2,2,0,2,0,0,4,0,2,0,1,0,0,1,10,southern_us
0,0,0,8,0,1,0,1,2,0,2,1,0,1,0,2,0,0,1,0,6,indian
3,3,1,1,1,0,3,14,3,0,1,2,3,0,1,0,0,0,0,0,10,mexican
2,10,1,7,0,4,10,16,3,0,5,4,3,2,3,3,1,0,3,1,14,mexican
7,2,0,2,0,1,4,2,0,0,0,0,1,0,2,0,0,0,0,1,2,greek
1,2,1,2,0,1,3,3,3,1,1,1,1,1,1,1,4,1,1,2,14,british
2,1,1,1,1,1,3,7,1,0,1,1,1,0,1,1,0,1,1,0,8,mexican
3,8,1,3,1,5,17,10,1,2,0,0,11,1,4,1,3,0,1,1,14,italian
5,9,0,5,3,2,14,11,2,1,4,2,8,2,6,0,2,0,2,1,18,italian
0,2,0,3,2,1,3,8,1,0,2,1,0,2,1,1,0,0,1,0,0,mexican
0,1,2,1,0,1,1,2,6,0,0,0,1,0,0,1,0,2,0,0,12,chinese
1,6,1,5,2,1,4,21,2,2,4,2,5,2,2,3,1,1,3,1,18,mexican
0,1,0,1,0,1,2,4,1,0,2,1,0,1,0,1,0,0,1,0,2,mexican
0,0,0,0,0,0,3,0,2,0,0,0,0,0,3,0,0,0,2,0,2,moroccan
1,2,1,13,1,0,0,5,2,0,4,1,0,0,0,4,0,1,2,0,8,indian
1,4,3,4,2,1,5,3,17,1,9,6,3,0,3,7,1,4,0,1,8,chinese
0,2,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,10,mexican
2,7,1,7,3,3,5,7,2,0,3,2,6,3,2,4,1,2,2,0,10,cajun_creole
0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,italian
2,5,0,3,3,5,7,14,4,0,4,3,1,4,5,3,0,0,3,0,4,mexican
2,3,2,1,0,1,5,4,5,0,3,2,1,0,2,7,0,2,0,0,6,japanese
0,7,1,3,2,1,3,3,0,3,0,0,2,0,3,0,2,0,1,2,8,british
0,4,0,2,0,1,3,5,1,3,0,0,2,1,5,0,2,0,1,2,2,french
0,4,0,0,0,0,0,3,0,0,0,0,1,0,0,7,0,1,0,0,4,japanese
1,3,3,5,3,3,7,7,10,0,6,6,1,4,1,9,0,4,3,0,10,japanese
4,8,0,4,2,6,14,23,4,0,5,0,9,3,5,3,0,1,3,1,6,mexican
0,2,1,22,2,1,2,10,4,1,7,2,2,0,1,6,0,2,5,0,14,indian
2,5,3,9,4,4,3,8,6,0,12,6,3,6,4,5,0,1,3,0,16,thai
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14,filipino
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,filipino
2,2,0,3,0,6,5,2,1,1,1,1,2,1,5,0,1,0,3,2,12,spanish
0,0,1,8,0,0,0,3,13,0,4,2,0,0,0,3,0,2,0,0,6,chinese
2,2,2,1,1,1,5,2,2,0,1,0,2,1,3,1,0,0,0,1,2,french
1,2,2,2,1,1,2,3,16,1,4,4,2,0,1,5,1,3,0,0,12,chinese
0,11,0,1,0,0,2,2,1,2,0,0,1,1,3,0,1,0,1,1,20,southern_us
0,1,5,2,1,0,0,3,4,0,4,2,0,0,0,1,2,3,0,1,16,filipino
4,5,0,2,2,3,5,5,1,1,1,0,5,0,3,0,1,0,1,0,8,cajun_creole
3,4,0,2,4,1,3,3,2,3,1,0,5,0,3,0,2,1,1,0,18,jamaican
1,7,0,6,2,5,7,15,3,0,5,3,2,4,3,5,0,1,5,0,8,mexican
1,5,2,15,4,3,2,7,3,0,7,3,2,3,1,7,0,2,4,1,10,indian
2,7,0,3,2,3,7,17,3,0,3,1,3,2,4,2,0,0,4,0,10,mexican
2,5,2,5,3,3,6,16,4,0,4,2,3,3,1,2,0,1,2,0,6,mexican
11,3,0,3,0,1,7,5,1,1,2,1,1,0,2,1,1,1,1,3,4,greek
1,5,2,4,1,3,4,16,5,0,4,4,1,3,2,4,1,2,2,1,18,mexican
0,0,0,0,0,0,0,0,5,0,1,1,0,0,0,7,0,4,0,0,6,japanese
0,2,0,0,0,0,3,3,0,2,0,0,1,0,5,0,1,0,0,1,12,french
0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,mexican
0,2,1,6,0,0,1,9,1,0,2,1,1,0,1,1,1,0,1,0,12,mexican
2,6,3,10,2,4,8,13,10,0,20,10,3,3,4,5,0,2,4,0,4,thai
0,2,0,0,0,0,10,1,0,0,0,0,0,1,1,0,0,0,0,0,4,italian
5,2,0,1,0,1,9,3,1,0,1,1,2,0,3,1,0,1,1,0,12,italian
4,9,1,3,1,3,6,6,3,1,3,4,14,2,4,2,1,3,1,1,10,cajun_creole
2,2,0,4,2,1,3,9,1,1,2,1,1,1,2,3,0,0,2,0,2,mexican
1,0,2,4,0,0,2,3,10,0,4,3,0,0,0,5,0,8,1,0,10,korean
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,southern_us
0,0,3,2,0,0,0,0,5,0,2,2,0,0,0,1,0,6,0,0,14,korean
5,4,2,2,1,2,18,6,2,0,2,1,3,1,5,1,1,0,1,0,8,italian
5,4,1,2,0,1,11,5,1,2,1,1,3,2,3,0,1,1,1,0,4,italian
1,2,1,1,0,0,2,1,1,0,0,0,0,0,0,1,0,1,0,0,8,mexican
3,4,0,3,0,3,12,5,3,0,3,2,4,2,5,2,0,1,2,0,8,italian
4,4,1,3,1,2,13,3,0,1,0,0,3,1,2,0,1,0,1,0,6,italian
1,2,5,2,1,1,5,3,12,2,3,3,1,0,1,3,1,3,0,0,8,chinese
0,3,3,5,0,3,4,3,14,0,5,4,1,1,2,4,0,2,3,0,12,chinese
3,4,0,3,2,4,7,9,1,1,0,0,4,0,2,0,1,0,3,2,18,brazilian
3,5,0,1,0,2,13,9,2,0,3,2,5,1,4,0,0,1,0,0,14,italian
0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,6,italian
4,4,1,3,1,4,8,4,4,1,4,3,5,0,4,2,1,1,1,1,8,italian
1,1,0,0,0,1,4,1,0,0,0,0,1,1,1,0,0,0,0,0,8,italian
1,5,0,1,0,1,3,5,1,0,1,0,5,0,1,1,0,0,0,0,6,cajun_creole
0,6,0,1,0,0,9,2,0,1,0,0,2,1,2,0,1,0,0,1,2,italian
1,2,1,2,0,1,3,2,3,4,0,0,2,1,3,2,2,0,0,2,8,chinese
0,6,1,3,2,4,7,11,4,0,4,4,5,4,2,3,0,2,2,0,6,mexican
1,1,1,1,1,1,2,3,2,0,2,1,1,1,1,2,0,0,1,0,10,moroccan
1,6,1,2,2,3,4,4,6,3,0,0,4,2,4,1,3,0,1,0,20,brazilian
0,3,0,0,1,0,7,4,3,1,1,0,2,1,4,0,0,0,0,0,12,italian
0,6,1,1,0,0,6,4,1,3,0,0,4,0,3,0,1,0,0,2,12,southern_us
3,2,0,2,0,0,4,20,2,2,0,0,2,0,1,0,1,0,1,1,0,mexican
3,7,0,6,3,2,7,5,5,3,5,3,2,2,5,5,1,2,3,0,10,indian
0,4,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,6,southern_us
4,5,1,5,3,2,6,10,2,5,4,1,4,3,10,1,4,0,2,3,6,spanish
2,5,1,3,2,2,8,7,2,0,2,1,5,1,5,2,0,3,0,1,10,jamaican
0,0,1,1,0,0,2,0,5,0,2,2,0,0,0,3,0,8,0,0,12,korean
1,2,1,2,1,0,2,4,2,0,2,1,2,0,1,2,0,1,1,0,16,russian
0,2,6,3,1,2,2,4,9,1,12,7,1,1,1,4,0,3,0,1,14,thai
0,3,0,0,0,1,1,1,1,1,0,0,3,1,1,0,1,0,0,0,8,irish
2,7,1,14,2,2,3,8,3,1,6,4,1,3,1,6,1,1,5,0,14,indian
2,2,0,0,0,1,6,2,0,0,0,0,2,1,2,0,1,0,1,0,12,italian
2,7,0,1,0,2,6,4,1,3,0,0,2,0,7,0,2,0,2,2,12,french
4,1,0,1,0,2,4,10,2,0,2,2,2,1,2,1,0,0,1,0,20,mexican
3,3,0,2,0,2,6,5,1,1,0,0,2,2,2,1,1,1,1,0,4,italian
0,1,1,12,1,2,3,1,0,1,1,0,0,0,2,0,1,0,7,1,12,indian
0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,1,0,0,4,japanese
3,4,3,7,1,2,7,11,8,1,10,7,1,2,2,6,0,4,3,1,14,vietnamese
0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,6,southern_us
0,3,2,4,5,1,3,4,3,1,5,3,1,2,1,3,0,0,1,0,12,jamaican
1,2,0,1,0,0,8,2,0,0,1,0,0,0,3,0,1,0,1,0,16,italian
0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,mexican
0,0,1,2,0,0,1,13,2,1,2,2,0,1,2,1,0,0,1,0,10,mexican
1,2,2,3,1,0,1,3,11,0,3,3,2,0,1,4,0,3,1,0,10,chinese
9,1,0,1,0,0,6,2,0,0,0,0,0,0,1,0,0,0,1,1,10,greek
0,5,0,1,0,0,4,3,0,1,0,1,2,0,0,0,3,0,0,0,8,irish
3,9,1,15,1,4,10,8,5,2,9,5,2,3,4,4,1,1,4,2,14,indian
1,2,0,1,1,4,4,2,0,0,1,1,1,1,3,1,0,0,1,0,12,spanish
4,3,2,4,1,3,16,6,1,2,2,1,3,1,5,1,0,0,2,0,12,italian
0,4,0,0,0,0,4,3,1,0,2,1,2,0,2,0,0,0,0,0,4,irish
2,2,0,1,0,0,8,6,0,0,0,0,2,1,2,0,0,0,0,0,6,italian
1,7,0,4,0,0,2,15,0,1,2,1,1,0,1,2,0,0,2,0,24,mexican
0,2,5,6,2,2,2,7,7,0,7,8,1,3,0,4,0,2,1,0,4,thai
0,2,1,3,1,1,2,10,3,0,3,1,2,1,0,3,0,1,3,0,4,mexican
0,1,0,0,0,1,1,0,1,2,0,0,0,0,2,0,0,0,0,0,12,french
0,0,1,0,0,0,2,0,5,0,2,2,0,0,0,16,0,3,0,0,16,japanese
4,4,2,3,2,3,6,8,2,2,1,1,4,1,4,2,2,0,2,2,16,brazilian
2,7,3,9,3,3,7,10,8,1,12,9,3,3,5,4,1,5,3,0,8,thai
1,1,0,0,0,3,5,2,1,0,0,0,1,1,1,0,0,0,2,1,8,italian
1,5,0,2,0,3,5,3,4,1,2,3,3,1,5,1,1,1,1,1,12,french
1,9,1,2,3,1,4,2,0,2,0,0,3,0,2,0,2,0,1,1,10,southern_us
2,3,1,1,1,2,4,9,1,1,2,1,2,0,2,1,1,0,2,0,8,mexican
2,6,2,3,2,3,9,6,6,0,7,4,2,2,2,3,0,1,3,0,8,thai
0,3,1,4,2,5,4,9,3,0,3,3,4,3,6,3,0,1,4,0,16,brazilian
0,1,1,1,1,1,2,1,2,0,1,1,0,1,0,7,0,1,1,0,6,japanese
2,6,0,4,1,4,8,15,2,0,5,2,3,3,2,3,0,0,3,0,10,mexican
0,3,2,3,1,2,2,2,5,1,3,3,2,2,1,3,1,8,0,0,6,korean
0,2,4,3,4,0,0,2,12,0,4,3,0,1,0,4,0,6,1,1,6,chinese
0,3,0,2,1,0,1,3,1,0,1,0,7,0,0,1,0,1,0,0,10,cajun_creole
2,4,0,1,0,2,14,4,1,0,1,1,1,0,4,1,1,0,1,0,10,italian
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,filipino
0,1,0,0,0,0,8,1,1,0,0,0,1,1,2,0,0,0,0,0,12,italian
0,2,0,0,0,0,3,12,1,0,0,0,2,0,0,0,0,0,0,0,6,mexican
1,2,0,2,1,2,2,12,1,0,2,1,1,2,1,2,0,0,2,0,2,mexican
5,6,2,6,3,5,7,20,2,1,5,4,4,4,4,5,1,1,4,1,18,mexican
0,3,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,4,mexican
0,2,1,3,1,3,1,5,2,0,3,3,0,3,0,3,0,0,1,0,6,mexican
0,4,0,0,1,0,3,8,0,2,0,0,2,0,2,0,0,0,0,0,8,mexican
0,1,0,1,0,1,1,1,0,1,0,0,1,0,2,0,1,0,0,1,10,irish
0,1,1,3,0,1,2,8,3,0,3,3,0,1,2,3,0,2,1,0,4,mexican
3,4,0,3,1,4,6,10,1,0,3,1,3,1,2,2,0,1,2,0,14,mexican
2,3,0,1,1,3,13,2,1,0,0,1,1,1,9,0,0,0,1,0,10,italian
2,3,0,2,2,1,11,2,2,1,1,1,2,1,1,2,1,1,1,1,6,italian
1,3,0,0,0,1,4,3,0,2,0,0,2,0,7,0,0,0,0,1,8,italian
0,6,0,0,0,0,6,4,0,1,0,0,0,0,4,0,0,0,0,0,6,french
1,3,2,8,3,2,4,9,7,0,5,3,3,1,1,4,0,2,3,0,14,chinese
2,1,0,0,0,0,4,0,0,2,0,0,0,0,2,0,0,0,5,0,14,greek
1,3,2,5,1,0,3,4,7,0,5,4,3,1,0,4,0,6,2,0,10,korean
2,6,3,9,2,2,4,11,9,2,10,10,1,2,2,7,1,3,4,1,10,vietnamese
0,1,3,4,1,0,1,2,3,4,1,1,0,0,1,3,1,1,0,2,8,russian
1,1,0,7,1,1,1,2,0,0,1,0,1,1,1,2,0,0,1,0,14,japanese
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,italian
0,3,0,2,0,0,3,1,0,2,0,0,0,1,2,0,0,0,0,0,0,british
8,5,0,4,0,4,9,6,1,1,1,1,3,2,3,0,1,0,3,1,8,greek
0,3,0,0,0,1,1,0,0,2,0,0,0,0,2,0,0,0,2,0,18,british
1,1,0,0,0,1,1,1,0,1,0,0,1,0,2,0,0,0,0,1,8,french
2,2,0,4,1,2,1,4,1,0,1,0,2,1,1,1,0,0,1,0,8,indian
5,4,1,5,2,3,8,4,1,4,2,2,3,2,2,0,1,0,3,1,10,moroccan
0,0,0,0,0,0,3,1,0,1,0,0,0,0,5,0,0,0,0,0,10,french
0,5,0,1,0,0,0,2,0,3,0,0,0,0,1,0,0,1,0,1,6,southern_us
2,6,2,11,1,4,3,9,4,0,4,2,4,2,2,6,0,1,6,0,12,indian
0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,2,southern_us
1,3,0,0,0,2,12,3,2,0,0,0,2,1,4,0,0,0,1,1,18,italian
1,2,0,0,1,0,8,0,0,0,0,0,1,0,10,0,0,0,0,0,12,french
0,1,0,1,0,0,6,1,1,0,1,1,1,0,1,0,0,1,0,0,8,italian
1,4,0,2,0,5,4,0,2,2,1,1,0,0,2,1,0,2,1,1,6,spanish
4,10,0,5,5,1,3,4,1,5,0,0,3,0,5,1,4,1,3,3,10,southern_us
0,1,0,3,1,2,1,15,1,0,3,3,0,4,0,2,0,0,1,0,8,mexican
1,4,2,3,2,0,2,4,3,1,2,2,2,1,2,2,1,1,2,1,10,filipino
2,1,0,1,1,1,1,4,3,0,2,0,1,1,0,1,0,0,0,1,14,russian
1,3,1,4,1,2,2,3,11,1,4,3,1,1,0,5,0,2,1,0,18,chinese
0,1,0,3,0,2,1,3,0,0,0,0,1,0,3,0,0,0,2,0,2,spanish
4,6,0,12,1,4,6,8,2,0,6,4,3,2,4,4,1,0,12,2,26,moroccan
1,4,1,18,1,2,2,10,5,1,6,5,2,3,1,7,1,2,6,0,22,indian
0,1,3,2,0,0,1,1,1,0,1,1,1,0,3,0,1,0,0,0,6,filipino
0,9,0,2,1,0,4,3,1,4,1,1,3,0,3,1,2,1,0,1,4,southern_us
1,7,0,2,2,1,4,2,2,5,1,1,2,0,5,2,2,1,2,1,16,british
0,3,1,4,2,2,3,13,3,0,4,4,2,4,1,3,0,1,1,0,10,mexican
2,7,1,9,3,4,7,25,3,1,6,2,5,3,2,5,1,3,4,1,28,mexican
2,6,1,3,1,1,2,4,3,0,3,2,3,0,2,2,0,1,2,0,12,southern_us
4,5,0,3,0,3,14,6,1,1,5,3,5,2,6,1,1,1,3,1,8,italian
1,3,0,1,1,5,6,3,0,1,0,0,3,1,6,0,2,0,1,1,8,french
2,7,2,8,2,3,6,25,3,1,4,2,5,3,2,4,1,2,4,1,14,mexican
0,2,0,12,1,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,8,indian
1,2,0,0,0,0,4,4,0,0,0,0,2,1,1,0,0,0,0,0,8,italian
2,1,0,1,1,0,12,2,1,0,1,0,1,0,1,0,0,0,1,0,4,italian
0,3,1,6,1,0,0,2,1,0,4,2,2,1,0,2,0,0,2,0,6,indian
1,1,1,0,0,1,3,1,1,1,0,0,1,1,2,1,1,0,0,1,8,french
1,3,2,6,2,1,8,2,16,1,7,5,1,1,2,6,1,5,1,0,20,chinese
0,2,0,4,1,0,0,4,2,0,2,3,1,1,0,3,0,1,1,0,0,indian
4,1,0,0,0,1,9,2,0,0,0,0,1,0,2,0,0,0,0,0,10,italian
1,6,0,0,0,6,4,3,0,0,0,0,0,2,4,0,0,0,0,0,6,spanish
1,3,0,1,0,1,2,1,0,1,0,0,2,0,1,0,1,0,0,4,8,russian
2,0,0,3,1,0,2,0,2,0,1,1,0,0,1,0,0,0,0,0,6,mexican
4,2,0,3,0,5,5,3,1,1,1,1,1,0,2,0,0,0,1,1,4,spanish
1,1,0,0,0,0,12,2,0,0,1,1,0,0,2,0,0,0,0,0,2,italian
1,1,0,0,0,0,1,2,4,2,0,0,1,0,1,3,1,0,0,1,8,japanese
1,4,1,17,1,0,2,5,1,0,5,2,1,0,1,3,1,0,2,0,8,indian
1,1,4,7,0,0,6,4,15,0,16,11,0,1,2,3,0,3,2,0,10,vietnamese
3,5,2,4,3,4,4,7,2,1,1,1,7,1,3,1,1,1,2,0,18,cajun_creole
1,4,7,11,2,1,2,11,13,0,15,20,0,3,2,6,0,4,5,0,14,vietnamese
3,2,0,2,1,1,14,4,2,0,2,1,3,2,2,1,0,1,1,0,12,italian
0,0,1,1,0,0,0,0,5,0,1,1,0,0,0,5,0,2,0,0,2,japanese
0,2,3,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,14,filipino
3,6,1,7,4,4,6,18,4,0,5,2,5,4,0,4,0,2,4,0,12,mexican
2,5,0,3,0,3,14,7,5,2,3,0,5,0,7,2,2,1,1,2,12,italian
0,2,4,3,1,1,3,4,4,0,7,4,0,1,1,2,0,0,0,0,8,filipino
2,6,3,7,1,3,6,15,11,0,10,11,1,3,4,7,0,5,6,0,10,thai
0,2,0,5,1,1,2,4,1,0,2,0,1,0,0,2,0,1,3,0,6,indian
0,1,2,2,0,1,2,1,9,1,3,8,0,0,0,3,0,1,0,0,12,filipino
1,3,3,4,1,1,5,7,10,2,8,5,1,0,0,5,1,6,1,1,4,korean
1,2,0,2,0,2,10,3,1,0,0,0,0,0,2,2,0,1,3,0,6,italian
1,3,0,0,0,1,2,1,0,0,0,0,0,0,1,0,1,0,1,0,12,southern_us
0,1,1,10,1,1,1,4,4,0,3,3,0,2,0,3,0,2,3,0,16,indian
2,7,1,2,0,1,6,5,2,0,1,0,1,0,1,1,0,1,1,0,8,southern_us
1,4,5,3,2,1,4,4,15,1,7,5,2,1,1,3,1,4,1,0,14,chinese
4,7,1,3,9,2,4,7,2,2,0,0,5,0,2,0,2,0,1,0,14,jamaican
3,16,1,3,4,1,6,4,1,3,0,0,5,1,6,1,2,0,1,1,12,southern_us
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,chinese
3,4,0,1,0,3,6,5,1,0,1,1,3,0,3,0,0,0,1,1,6,mexican
4,0,1,2,0,1,2,0,1,0,1,0,0,0,1,1,1,0,3,0,16,greek
0,3,0,2,1,2,2,8,2,0,3,3,0,3,0,3,0,0,1,0,4,mexican
0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8,southern_us
0,1,0,0,0,1,1,2,1,0,0,0,0,0,4,0,0,0,3,0,4,french
0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,12,italian
0,1,1,0,0,1,0,1,2,0,1,1,0,0,0,3,0,2,0,0,4,japanese
2,2,0,0,0,2,11,5,0,0,1,0,3,1,1,0,0,0,1,1,6,italian
2,4,3,7,3,1,7,2,6,0,10,13,2,2,4,5,0,5,2,0,12,vietnamese
0,3,1,3,2,1,1,9,2,0,3,2,3,2,1,3,0,1,1,0,6,mexican
3,3,1,2,1,2,10,3,1,2,0,0,3,2,4,0,1,0,1,1,6,italian
3,3,2,2,1,2,10,7,2,0,2,2,3,0,2,2,0,2,1,0,6,italian
1,8,0,2,1,0,3,3,3,2,0,0,3,0,2,1,2,0,0,2,22,southern_us
2,8,0,4,2,3,4,12,2,0,2,0,6,0,1,2,0,1,3,0,10,mexican
5,4,0,3,1,5,15,7,0,2,1,1,3,2,5,0,1,0,1,1,18,italian
2,4,0,2,0,2,4,2,2,0,2,1,3,0,3,1,0,0,1,0,8,cajun_creole
